time,open,high,low,close,tick_volume,spread,real_volume,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,RSI,MACD,MACD_SIGNAL,MACD_HIST,ATR,trend,support,resistance
2026-02-03 04:13:00,4798.65,4804.26,4791.52,4794.96,963,4,0,,4794.96,,4794.96,,4794.96,,0.0,0.0,0.0,,0,,
2026-02-03 04:14:00,4794.99,4801.13,4789.98,4801.09,989,4,0,,4798.178250000001,,4798.086299999999,,4798.040325,,0.13753205128250556,0.07640669515694753,0.06112535612555803,,1,,
2026-02-03 04:15:00,4801.09,4801.83,4791.41,4791.54,757,4,0,,4795.740724396337,,4795.816345820557,,4795.851846317947,,-0.1209017969240449,-0.004457440941819849,-0.11644435598222505,,-1,,
2026-02-03 04:16:00,4791.54,4793.61,4784.58,4786.38,776,4,0,,4793.038427992519,,4793.313865393843,,4793.448247511624,,-0.42177941590398405,-0.14582667365258006,-0.275952742251404,,-1,,
2026-02-03 04:17:00,4786.28,4795.12,4785.24,4785.25,811,4,0,,4791.154473539212,,4791.5695434599675,,4791.775641881468,,-0.621357595849986,-0.28728637206922863,-0.3340712237807573,,-1,,
2026-02-03 04:18:00,4785.26,4786.64,4771.05,4782.14,1140,4,0,,4789.252831380178,,4789.836691220694,,4790.129286759812,,-0.8626371118762108,-0.44323841143923637,-0.41939870043697447,,-1,,
2026-02-03 04:19:00,4782.21,4788.37,4778.68,4781.29,730,4,0,,4787.747257060678,,4788.464441740946,,4788.828334770337,,-1.0410198244080675,-0.5945209397046999,-0.4464988847033676,,-1,,
2026-02-03 04:20:00,4781.35,4789.15,4779.39,4786.94,784,4,0,,4787.6077186214425,,4788.246165112615,,4788.583949268126,,-0.8751797755676307,-0.6619685357531403,-0.21321123981449042,,-1,,
2026-02-03 04:21:00,4786.94,4795.0,4784.72,4793.06,772,4,0,,4788.482291214919,,4788.87051888254,,4789.101412691647,,-0.44338694947145996,-0.6114751049332308,0.1680881554617708,,1,,
2026-02-03 04:22:00,4793.06,4795.83,4789.23,4789.85,648,4,0,,4788.688256306983,,4788.987016285656,,4789.17968474732,,-0.2959789211008683,-0.5407856452264445,0.24480672412557614,,1,,
2026-02-03 04:23:00,4789.76,4789.76,4777.32,4784.71,814,4,0,,4788.120587676012,,4788.515877287834,,4788.752729865201,,-0.45914511681075965,-0.5229231640978532,0.06377804728709358,,-1,,
2026-02-03 04:24:00,4784.71,4793.23,4783.47,4791.6,744,4,0,,4788.594581596424,,4788.83310749372,,4789.00326871664,,-0.1940494979671712,-0.4522948930419895,0.2582453950748183,,1,,
